species,functional,program,energy_hartree,wall_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
40-R1,M06-2X-D30,ORCA,-923.024194030076,184.382,1475.056,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/40-R1_M06-2X-D30.out
40-TS,M06-2X-D30,ORCA,-923.008737900606,189.866,1518.928,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/40-TS_M06-2X-D30.out
41-P1,M06-2X-D30,ORCA,-822.748259944657,182.159,1457.272,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/41-P1_M06-2X-D30.out
41-R1,M06-2X-D30,ORCA,-1282.921842683045,194.544,1556.352,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/41-R1_M06-2X-D30.out
41-TS,M06-2X-D30,ORCA,-1282.910604570311,219.923,1759.384,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/41-TS_M06-2X-D30.out
42-P1,M06-2X-D30,ORCA,-509.384821508218,110.153,881.224,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/42-P1_M06-2X-D30.out
42-R1,M06-2X-D30,ORCA,-430.767027261141,55.591,444.728,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/42-R1_M06-2X-D30.out
42-TS,M06-2X-D30,ORCA,-509.336267240432,125.399,1003.192,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/42-TS_M06-2X-D30.out
43-P1,M06-2X-D30,ORCA,-304.734613733762,76.694,613.552,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/43-P1_M06-2X-D30.out
43-R1,M06-2X-D30,ORCA,-304.699510676301,78.741,629.928,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/43-R1_M06-2X-D30.out
43-TS,M06-2X-D30,ORCA,-304.685896718705,80.706,645.648,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/43-TS_M06-2X-D30.out
44-P1,M06-2X-D30,ORCA,-109.543183842194,5.15,41.2,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/44-P1_M06-2X-D30.out
44-P2,M06-2X-D30,ORCA,-195.215709041269,40.56,324.48,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/44-P2_M06-2X-D30.out
44-TS,M06-2X-D30,ORCA,-304.731438949025,73.44,587.52,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/44-TS_M06-2X-D30.out
45-P1,M06-2X-D30,ORCA,-422.665359841803,182.241,1457.928,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/45-P1_M06-2X-D30.out
45-R1,M06-2X-D30,ORCA,-422.645420969636,194.086,1552.688,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/45-R1_M06-2X-D30.out
45-TS,M06-2X-D30,ORCA,-422.626643804705,192.351,1538.808,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/45-TS_M06-2X-D30.out
46-P1,M06-2X-D30,ORCA,-313.168037030871,124.543,996.344,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/46-P1_M06-2X-D30.out
46-TS,M06-2X-D30,ORCA,-422.664376707543,185.465,1483.72,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/46-TS_M06-2X-D30.out
47-P1,M06-2X-D30,ORCA,-309.549548871246,91.503,732.024,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/47-P1_M06-2X-D30.out
47-R1,M06-2X-D30,ORCA,-419.088569766337,130.421,1043.368,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/47-R1_M06-2X-D30.out
47-TS,M06-2X-D30,ORCA,-419.069790158623,126.381,1011.048,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/47-TS_M06-2X-D30.out
48-P1,M06-2X-D30,ORCA,-951.542427148478,335.146,2681.168,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/48-P1_M06-2X-D30.out
48-R1,M06-2X-D30,ORCA,-1061.04332597802,431.052,3448.416,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/48-R1_M06-2X-D30.out
48-TS,M06-2X-D30,ORCA,-1061.040258635454,424.118,3392.944,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/48-TS_M06-2X-D30.out
49-P1,M06-2X-D30,ORCA,-477.277829693193,112.494,899.952,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/49-P1_M06-2X-D30.out
49-R1,M06-2X-D30,ORCA,-586.74223575499,157.734,1261.872,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/49-R1_M06-2X-D30.out
49-TS,M06-2X-D30,ORCA,-586.732921459764,177.525,1420.2,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/49-TS_M06-2X-D30.out
5-P1,M06-2X-D30,ORCA,-440.119858288253,127.062,1016.496,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/5-P1_M06-2X-D30.out
5-R1,M06-2X-D30,ORCA,-170.837046437587,13.373,106.984,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/5-R1_M06-2X-D30.out
5-R2,M06-2X-D30,ORCA,-269.238178031151,57.842,462.736,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/5-R2_M06-2X-D30.out
5-TS,M06-2X-D30,ORCA,-440.086982819137,138.597,1108.776,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/5-TS_M06-2X-D30.out
50-R1,M06-2X-D30,ORCA,-645.023693363588,141.025,1128.2,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/50-R1_M06-2X-D30.out
50-R2,M06-2X-D30,ORCA,-415.975610986256,45.636,365.088,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/50-R2_M06-2X-D30.out
50-TS,M06-2X-D30,ORCA,-1061.000251760289,393.95,3151.6,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/50-TS_M06-2X-D30.out
6-P1,M06-2X-D30,ORCA,-440.146062269172,130.584,1044.672,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/6-P1_M06-2X-D30.out
6-TS,M06-2X-D30,ORCA,-440.081586240898,157.39,1259.12,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/6-TS_M06-2X-D30.out
7-P1,M06-2X-D30,ORCA,-616.051254335291,276.91,2215.28,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/7-P1_M06-2X-D30.out
7-R1,M06-2X-D30,ORCA,-616.029241194064,301.753,2414.024,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/7-R1_M06-2X-D30.out
7-TS,M06-2X-D30,ORCA,-616.016902862473,315.094,2520.752,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/7-TS_M06-2X-D30.out
8-P1,M06-2X-D30,ORCA,-1115.661372156901,73.064,584.512,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/8-P1_M06-2X-D30.out
8-R1,M06-2X-D30,ORCA,-157.211204258857,23.446,187.568,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/8-R1_M06-2X-D30.out
8-R2,M06-2X-D30,ORCA,-958.395129094175,9.097,72.776,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/8-R2_M06-2X-D30.out
8-TS,M06-2X-D30,ORCA,-1115.608517492598,81.874,654.992,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/8-TS_M06-2X-D30.out
9-P1,M06-2X-D30,ORCA,-614.866267238654,306.898,2455.184,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/9-P1_M06-2X-D30.out
9-R1,M06-2X-D30,ORCA,-614.857272651633,287.819,2302.552,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/9-R1_M06-2X-D30.out
9-TS,M06-2X-D30,ORCA,-614.837542042954,297.958,2383.664,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/9-TS_M06-2X-D30.out
1-P1,M06-D4,Q-Chem,-616.5968844987,1089.57,32050.58,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/1-P1_M06-D4.out
1-R1,M06-D4,Q-Chem,-616.5929444953,1204.92,35662.79,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/1-R1_M06-D4.out
1-TS,M06-D4,Q-Chem,-616.5805105064,1026.3,28420.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/1-TS_M06-D4.out
10-P1,M06-D4,Q-Chem,-153.1565431234,13.76,393.55,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/10-P1_M06-D4.out
10-P2,M06-D4,Q-Chem,-39.8209682567,5.24,97.92,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/10-P2_M06-D4.out
10-R1,M06-D4,Q-Chem,-192.9911090714,128.26,1134.22,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/10-R1_m06-D4.out
10-TS,M06-D4,Q-Chem,-192.9660156941,42.65,1291.1,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/10-TS_M06-D4.out
11-P1,M06-D4,Q-Chem,-344.8290898144,159.28,4144.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/11-P1_M06-D4.out
11-P2,M06-D4,Q-Chem,-203.4081034895,17.93,519.3,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/11-P2_M06-D4.out
11-R1,M06-D4,Q-Chem,-548.2458559202,528.44,15559.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/11-R1_M06-D4.out
11-TS,M06-D4,Q-Chem,-548.2277254457,413.17,12519.95,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/11-TS_M06-D4.out
12-P1,M06-D4,Q-Chem,-803.5175245261,482.2,14232.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/12-P1_M06-D4.out
12-R1,M06-D4,Q-Chem,-646.2901607954,128.08,3325.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/12-R1_M06-D4.out
12-R2,M06-D4,Q-Chem,-157.1675772656,73.94,1319.83,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/12-R2_M06-D4.out
12-TS,M06-D4,Q-Chem,-803.4640936112,514.74,15086.55,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/12-TS_M06-D4.out
13-P1,M06-D4,Q-Chem,-456.032389939,167.02,5019.29,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/13-P1_M06-D4.out
13-R1,M06-D4,Q-Chem,-192.9911233879,28.49,859.78,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/13-R1_M06-D4.out
13-R2,M06-D4,Q-Chem,-263.0043449372,19.99,613.85,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/13-R2_M06-D4.out
13-TS,M06-D4,Q-Chem,-455.9935670548,159.16,4751.3,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/13-TS_M06-D4.out
14-P1,M06-D4,Q-Chem,-388.2834470483,306.67,8586.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/14-P1_M06-D4.out
14-R1,M06-D4,Q-Chem,-192.982813331,106.42,1454.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/14-R1_M06-D4.out
14-R2,M06-D4,Q-Chem,-195.2226807087,61.0,1774.79,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/14-R2_M06-D4.out
14-TS,M06-D4,Q-Chem,-388.2415617066,326.75,9585.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/14-TS_M06-D4.out
15-P1,M06-D4,Q-Chem,-384.9237977198,123.62,3590.43,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/15-P1_M06-D4.out
15-R1,M06-D4,Q-Chem,-306.3503783651,41.63,1237.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/15-R1_M06-D4.out
15-R2,M06-D4,Q-Chem,-78.5578320258,3.36,83.13,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/15-R2_M06-D4.out
15-TS,M06-D4,Q-Chem,-384.876618506,117.0,3267.73,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/15-TS_M06-D4.out
16-P1,M06-D4,Q-Chem,-460.1407354342,258.92,7625.82,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/16-P1_M06-D4.out
16-R1,M06-D4,Q-Chem,-381.5701624111,148.71,3763.86,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/16-R1_M06-D4.out
16-TS,M06-D4,Q-Chem,-460.1033766281,207.24,6139.12,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/16-TS_M06-D4.out
17-P1,M06-D4,Q-Chem,-647.5279282483,208.7,6116.84,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/17-P1_M06-D4.out
17-R2,M06-D4,Q-Chem,-341.1558835152,26.38,691.4,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/17-R2_M06-D4.out
17-TS,M06-D4,Q-Chem,-647.4961625724,314.4,8787.85,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/17-TS_M06-D4.out
18-P1,M06-D4,Q-Chem,-555.2769864061,179.08,2360.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/18-P1_M06-D4.out
18-R1,M06-D4,Q-Chem,-398.0950499005,1.98,39.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/18-R1_M06-D4.out
18-TS,M06-D4,Q-Chem,-555.2649685418,96.61,2869.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/18-TS_M06-D4.out
19-P1,M06-D4,Q-Chem,-554.0366158065,72.1,2199.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/19-P1_M06-D4.out
19-R2,M06-D4,Q-Chem,-155.9337527171,28.5,861.38,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/19-R2_M06-D4.out
19-TS,M06-D4,Q-Chem,-554.0295105087,65.99,1996.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/19-TS_M06-D4.out
2-P1,M06-D4,Q-Chem,-616.6168339024,1099.02,32262.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/2-P1_M06-D4.out
2-TS,M06-D4,Q-Chem,-616.5907259723,1112.08,32825.88,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/2-TS_M06-D4.out
20-P1,M06-D4,Q-Chem,-780.1588464031,191.54,5584.34,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/20-P1_M06-D4.out
20-P2,M06-D4,Q-Chem,-231.4777418483,69.31,2099.36,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/20-P2_M06-D4.out
20-R1,M06-D4,Q-Chem,-1011.6427547456,753.97,22273.89,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/20-R1_M06-D4.out
20-TS,M06-D4,Q-Chem,-1011.6309393646,718.68,21192.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/20-TS_M06-D4.out
21-P1,M06-D4,Q-Chem,-914.4488691847,504.31,14428.68,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/21-P1_M06-D4.out
21-R1,M06-D4,Q-Chem,-914.4383988649,517.09,15214.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/21-R1_M06-D4.out
21-TS,M06-D4,Q-Chem,-914.4264317498,540.69,16039.95,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/21-TS_M06-D4.out
22-P1,M06-D4,Q-Chem,-595.1042159632,768.99,22718.08,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/22-P1_M06-D4.out
22-R1,M06-D4,Q-Chem,-595.0850913284,765.22,22491.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/22-R1_M06-D4.out
22-TS,M06-D4,Q-Chem,-595.0646753903,801.41,23491.78,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/22-TS_M06-D4.out
23-P1,M06-D4,Q-Chem,-310.9001997365,225.28,6553.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/23-P1_M06-D4.out
23-R1,M06-D4,Q-Chem,-310.8880778507,227.33,6525.84,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/23-R1_M06-D4.out
23-TS,M06-D4,Q-Chem,-310.8762805943,216.08,6194.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/23-TS_M06-D4.out
24-P1,M06-D4,Q-Chem,-463.2960941942,123.8,3814.04,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/24-P1_M06-D4.out
24-R1,M06-D4,Q-Chem,-463.2795012797,222.23,4909.25,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/24-R1_M06-D4.out
24-TS,M06-D4,Q-Chem,-463.2705303791,156.32,4789.44,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/24-TS_M06-D4.out
25-P1,M06-D4,Q-Chem,-385.3543452773,266.25,8041.73,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/25-P1_M06-D4.out
25-P2,M06-D4,Q-Chem,-39.8209684443,3.15,83.99,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/25-P2_M06-D4.out
25-R1,M06-D4,Q-Chem,-384.6778900716,307.64,9271.98,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/25-R1_M06-D4.out
25-R2,M06-D4,Q-Chem,-40.4991890209,4.67,110.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/25-R2_M06-D4.out
25-TS,M06-D4,Q-Chem,-425.1567144818,403.05,11882.57,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/25-TS_M06-D4.out
26-P2,M06-D4,Q-Chem,-115.0375416397,6.55,191.95,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/26-P2_M06-D4.out
26-R2,M06-D4,Q-Chem,-115.7125590127,6.56,194.07,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/26-R2_M06-D4.out
26-TS,M06-D4,Q-Chem,-500.3797211146,558.14,15727.98,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/26-TS_M06-D4.out
27-P1,M06-D4,Q-Chem,-75.7341426867,28.98,61.23,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/27-P1_M06-D4.out
27-P2,M06-D4,Q-Chem,-549.2089711119,101.79,235.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/27-P2_M06-D4.out
27-R1,M06-D4,Q-Chem,-548.5198721195,7.45,164.49,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/27-R1_M06-D4.out
27-R2,M06-D4,Q-Chem,-76.4316199212,2.15,50.49,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/27-R2_M06-D4.out
27-TS,M06-D4,Q-Chem,-624.9433651956,31.62,759.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/27-TS_M06-D4.out
28-R1,M06-D4,Q-Chem,-40.4991889939,16.42,113.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/28-R1_M06-D4.out
28-TS,M06-D4,Q-Chem,-589.0135658372,34.86,992.47,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/28-TS_M06-D4.out
29-P1,M06-D4,Q-Chem,-157.7365644842,72.12,2077.23,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/29-P1_M06-D4.out
29-R1,M06-D4,Q-Chem,-158.3963709391,71.78,1666.41,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/29-R1_M06-D4.out
29-TS,M06-D4,Q-Chem,-706.922561396,267.3,8003.3,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/29-TS_M06-D4.out
3-P1,M06-D4,Q-Chem,-834.1016617675,512.76,15251.1,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/3-P1_M06-D4.out
3-R1,M06-D4,Q-Chem,-834.0872918425,369.12,11192.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/3-R1_M06-D4.out
3-TS,M06-D4,Q-Chem,-834.0663405288,568.1,17118.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/3-TS_M06-D4.out
30-P1,M06-D4,Q-Chem,-117.21532832,20.06,613.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/30-P1_M06-D4.out
30-R1,M06-D4,Q-Chem,-117.8615790422,19.7,596.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/30-R1_M06-D4.out
30-TS,M06-D4,Q-Chem,-666.3879086638,96.39,2944.86,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/30-TS_M06-D4.out
31-P1,M06-D4,Q-Chem,-754.0570990767,493.98,14521.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/31-P1_M06-D4.out
31-R1,M06-D4,Q-Chem,-754.0340921867,593.92,17129.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/31-R1_M06-D4.out
31-TS,M06-D4,Q-Chem,-754.0227639233,560.36,16537.61,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/31-TS_M06-D4.out
32-P1,M06-D4,Q-Chem,-562.3662994104,178.77,5215.99,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/32-P1_M06-D4.out
32-R1,M06-D4,Q-Chem,-562.3475802874,200.49,5924.35,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/32-R1_M06-D4.out
32-TS,M06-D4,Q-Chem,-562.3342820096,218.24,6473.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/32-TS_M06-D4.out
33-P1,M06-D4,Q-Chem,-679.0340350105,411.41,12108.25,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/33-P1_M06-D4.out
33-R1,M06-D4,Q-Chem,-679.017963688,579.35,15539.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/33-R1_M06-D4.out
33-TS,M06-D4,Q-Chem,-679.0034792526,503.43,14808.98,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/33-TS_M06-D4.out
34-P1,M06-D4,Q-Chem,-1139.8720135105,567.16,16307.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/34-P1_M06-D4.out
34-R1,M06-D4,Q-Chem,-1139.8553742498,639.61,18713.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/34-R1_M06-D4.out
34-TS,M06-D4,Q-Chem,-1139.8414874508,591.97,17156.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/34-TS_M06-D4.out
35-P1,M06-D4,Q-Chem,-3253.7852704682,524.76,15505.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/35-P1_M06-D4.out
35-R1,M06-D4,Q-Chem,-3253.7697960138,816.45,23519.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/35-R1_M06-D4.out
35-TS,M06-D4,Q-Chem,-3253.75537092,564.49,16539.55,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/35-TS_M06-D4.out
36-P1,M06-D4,Q-Chem,-1074.851248441,141.67,3951.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/36-P1_M06-D4.out
36-R1,M06-D4,Q-Chem,-1074.8253501093,175.82,5293.02,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/36-R1_M06-D4.out
36-TS,M06-D4,Q-Chem,-1074.8134306857,134.42,3782.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/36-TS_M06-D4.out
37-P1,M06-D4,Q-Chem,-751.8717362385,117.55,3555.21,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/37-P1_M06-D4.out
37-R1,M06-D4,Q-Chem,-751.8489615277,115.5,3599.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/37-R1_M06-D4.out
37-TS,M06-D4,Q-Chem,-751.8344147752,140.69,4227.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/37-TS_M06-D4.out
38-P1,M06-D4,Q-Chem,-348.2014927075,218.07,6443.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/38-P1_M06-D4.out
38-P2,M06-D4,Q-Chem,-460.1338802253,2.83,40.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/38-P2_M06-D4.out
38-R1,M06-D4,Q-Chem,-808.3587487324,301.88,8996.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/38-R1_M06-D4.out
38-TS,M06-D4,Q-Chem,-808.3451532747,270.21,8033.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/38-TS_M06-D4.out
39-P2,M06-D4,Q-Chem,-2574.0711395512,3.17,59.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/39-P2_M06-D4.out
39-R1,M06-D4,Q-Chem,-2922.2756574564,325.05,9548.82,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/39-R1_M06-D4.out
39-TS,M06-D4,Q-Chem,-2922.2707731182,285.34,8537.79,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/39-TS_M06-D4.out
4-P1,M06-D4,Q-Chem,-834.1106067018,515.62,15394.04,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/4-P1_M06-D4.out
4-TS,M06-D4,Q-Chem,-834.0627125697,474.92,13977.88,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/4-TS_M06-D4.out
40-P1,M06-D4,Q-Chem,-462.7139447086,366.84,10739.35,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/40-P1_M06-D4.out
40-R1,M06-D4,Q-Chem,-922.8753199109,477.7,14244.84,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/40-R1_M06-D4.out
40-TS,M06-D4,Q-Chem,-922.8619124345,455.1,13420.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/40-TS_M06-D4.out
41-P1,M06-D4,Q-Chem,-822.5865036462,419.27,12205.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/M06-D4/41-P1_M06-D4.out
