rxn_number,functional,program,R1_energy_kcal_mol,R2_energy_kcal_mol,TS_energy_kcal_mol,P1_energy_kcal_mol,P2_energy_kcal_mol,R1_gpu_time_s,R2_gpu_time_s,TS_gpu_time_s,P1_gpu_time_s,P2_gpu_time_s
49,esen-md-direct-all-omol,ASE,-368181.26053464,,-368175.02379852,-299487.21669003,-68745.29616274,0.02669117,,0.02650943,0.02641032,0.02577186
49,esen-sm-conserving-all-omol,ASE,-368180.21029604,,-368173.46414604,-299486.21484580,-68745.29495435,0.03635954,,0.03582992,0.03623856,0.03398204
49,esen-sm-direct-all-omol,ASE,-368180.83470535,,-368175.14382547,-299485.34503274,-68745.31050451,0.01304505,,0.01285627,0.01530116,0.01253512
49,orbmol_v1_conservative,ASE,-368178.99193231,,-368172.24729315,-299486.55948493,-68745.28374344,0.01225003,,0.01317090,0.01158972,0.01291067
49,orbmol_v1_direct,ASE,-368178.41619849,,-368172.20186952,-299487.17845599,-68745.29686663,0.00763347,,0.00761410,0.00760730,0.00740196
49,orbmol_v2,ASE,-368181.46412546,,-368173.74128188,-299486.22367972,-68745.30266296,0.01348412,,0.01415694,0.01272937,0.01272638
49,polar-1-l,ASE,-368178.04325355,,-368173.96909916,-299484.67250724,-68745.40137269,0.16743395,,0.16628650,0.16029400,0.11234069
49,polar-1-m,ASE,-368174.36921654,,-368171.60189183,-299483.32418233,-68745.23708268,0.08117869,,0.08204709,0.07787394,0.06009061
49,polar-1-s,ASE,-368159.69866435,,-368158.60210110,-299476.46895380,-68745.22074053,0.04466506,,0.04301716,0.04390359,0.03933151
49,uma-m-1p1,ASE,-368180.40780271,,-368175.64125051,-299486.32134713,-68745.26371299,0.09688621,,0.30474854,0.09793477,0.09996148
49,uma-s-1p1,ASE,-368180.57858159,,-368174.30611103,-299486.55747078,-68745.28794606,0.04321265,,0.04387435,0.04332136,0.04206539
49,uma-s-1p2,ASE,-368180.48820446,,-368174.18191064,-299486.72606351,-68745.28414388,0.04639889,,0.04875504,0.04651242,0.04000899
50,MACE-OMOL,ASE,-404754.97137535,-261026.15430155,-665780.62768662,-665811.21941043,,0.07010701,0.05054090,0.12406808,0.13031924,
50,aimnet2-nse,ASE,-404996.14800297,-261185.37485415,-666170.77425478,-666206.71353012,,0.00435182,0.00420730,0.00332132,0.00348388,
50,allscaip-md-conserving-all-omol,ASE,-404755.24803528,-261026.27130276,-665782.44459885,-665812.04126725,,0.05491213,0.05477886,0.05469213,0.06250419,
50,allscaip-md-direct-all-omol,ASE,-404754.96726018,-261026.32045269,-665783.09192433,-665812.67198858,,0.01893364,0.01913867,0.02064447,0.01932474,
50,esen-md-direct-all-omol,ASE,-404756.60964004,-261026.27879895,-665782.04234715,-665812.33679579,,0.02626721,0.02583184,0.02678995,0.04258956,
50,esen-sm-conserving-all-omol,ASE,-404752.92544343,-261026.23376329,-665780.11294125,-665812.25344221,,0.03610254,0.03571577,0.03679225,0.03637337,
50,esen-sm-direct-all-omol,ASE,-404753.45700802,-261026.37534487,-665780.40664532,-665812.40824063,,0.01333025,0.01303862,0.01366864,0.02598294,
50,orbmol_v1_conservative,ASE,-404754.74882171,-261026.36461282,-665777.53978413,-665811.55456422,,0.01300270,0.01286645,0.01363317,0.01227597,
50,orbmol_v1_direct,ASE,-404753.40700421,-261026.20175229,-665776.05129569,-665810.95052499,,0.00752213,0.00759385,0.00767513,0.00826352,
50,orbmol_v2,ASE,-404754.02223616,-261026.23302493,-665779.51694266,-665810.89276784,,0.01388383,0.01383448,0.01412130,0.01502782,
50,polar-1-l,ASE,-404754.47494769,-261025.99297330,-665779.36319354,-665809.67086882,,0.16903991,0.13924367,0.26364013,0.26697093,
50,polar-1-m,ASE,-404753.72276730,-261026.32470045,-665774.88129678,-665806.28410117,,0.08275766,0.06858916,0.11721166,0.11739307,
50,polar-1-s,ASE,-404752.76570923,-261026.05519555,-665770.56324571,-665801.28594084,,0.04676178,0.04250636,0.05154700,0.05014297,
50,uma-m-1p1,ASE,-404754.56571433,-261026.29126968,-665781.95398965,-665811.58446484,,0.09934157,0.09820278,0.10138306,0.10722988,
50,uma-s-1p1,ASE,-404755.07518767,-261026.28863870,-665778.83044613,-665811.18936040,,0.04332045,0.04244960,0.04303131,0.04398243,
50,uma-s-1p2,ASE,-404754.93538375,-261026.31013315,-665779.66820316,-665811.30505184,,0.04548266,0.04546754,0.05205730,0.04697360,
