species,functional,program,energy_hartree,wall_time_seconds,gpu_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
35-TS,allscaip-md-conserving-all-omol,ASE,-3253.685786359556,,0.05969250,,,,True,structures/reference/35-TS.xyz
36-P1,allscaip-md-conserving-all-omol,ASE,-1074.908104668202,,0.05883124,,,,True,structures/reference/36-P1.xyz
36-R1,allscaip-md-conserving-all-omol,ASE,-1074.881467046916,,0.06046894,,,,True,structures/reference/36-R1.xyz
36-TS,allscaip-md-conserving-all-omol,ASE,-1074.868732629933,,0.05924228,,,,True,structures/reference/36-TS.xyz
37-P1,allscaip-md-conserving-all-omol,ASE,-751.941594105212,,0.05925237,,,,True,structures/reference/37-P1.xyz
37-R1,allscaip-md-conserving-all-omol,ASE,-751.914235797312,,0.05939538,,,,True,structures/reference/37-R1.xyz
37-TS,allscaip-md-conserving-all-omol,ASE,-751.902934000597,,0.06174362,,,,True,structures/reference/37-TS.xyz
38-P1,allscaip-md-conserving-all-omol,ASE,-348.291942826636,,0.06129293,,,,True,structures/reference/38-P1.xyz
38-P2,allscaip-md-conserving-all-omol,ASE,-460.126132814017,,0.00110611,,,,True,structures/reference/38-P2.xyz
38-R1,allscaip-md-conserving-all-omol,ASE,-808.436019298805,,0.05988041,,,,True,structures/reference/38-R1.xyz
38-TS,allscaip-md-conserving-all-omol,ASE,-808.423657307542,,0.05974657,,,,True,structures/reference/38-TS.xyz
39-P2,allscaip-md-conserving-all-omol,ASE,-2573.968461835595,,0.00102507,,,,True,structures/reference/39-P2.xyz
39-R1,allscaip-md-conserving-all-omol,ASE,-2922.259831713583,,0.05956904,,,,True,structures/reference/39-R1.xyz
39-TS,allscaip-md-conserving-all-omol,ASE,-2922.256119433653,,0.06015134,,,,True,structures/reference/39-TS.xyz
4-P1,allscaip-md-conserving-all-omol,ASE,-834.259145306041,,0.05945954,,,,True,structures/reference/4-P1.xyz
4-TS,allscaip-md-conserving-all-omol,ASE,-834.206085925993,,0.05914591,,,,True,structures/reference/4-TS.xyz
40-P1,allscaip-md-conserving-all-omol,ASE,-462.818793635775,,0.06266183,,,,True,structures/reference/40-P1.xyz
40-R1,allscaip-md-conserving-all-omol,ASE,-922.967605115111,,0.06161599,,,,True,structures/reference/40-R1.xyz
40-TS,allscaip-md-conserving-all-omol,ASE,-922.955324997752,,0.06049215,,,,True,structures/reference/40-TS.xyz
41-P1,allscaip-md-conserving-all-omol,ASE,-822.707042982076,,0.06131782,,,,True,structures/reference/41-P1.xyz
41-R1,allscaip-md-conserving-all-omol,ASE,-1282.857679408006,,0.06278729,,,,True,structures/reference/41-R1.xyz
41-TS,allscaip-md-conserving-all-omol,ASE,-1282.848473057956,,0.06132911,,,,True,structures/reference/41-TS.xyz
42-P1,allscaip-md-conserving-all-omol,ASE,-509.384181123912,,0.06058915,,,,True,structures/reference/42-P1.xyz
42-R1,allscaip-md-conserving-all-omol,ASE,-430.783823277646,,0.05980580,,,,True,structures/reference/42-R1.xyz
42-TS,allscaip-md-conserving-all-omol,ASE,-509.332706423804,,0.06480787,,,,True,structures/reference/42-TS.xyz
43-P1,allscaip-md-conserving-all-omol,ASE,-304.717616239197,,0.06203185,,,,True,structures/reference/43-P1.xyz
43-R1,allscaip-md-conserving-all-omol,ASE,-304.685743726074,,0.06090658,,,,True,structures/reference/43-R1.xyz
43-TS,allscaip-md-conserving-all-omol,ASE,-304.671449600058,,0.06143586,,,,True,structures/reference/43-TS.xyz
44-P1,allscaip-md-conserving-all-omol,ASE,-109.552618481395,,0.06026147,,,,True,structures/reference/44-P1.xyz
44-P2,allscaip-md-conserving-all-omol,ASE,-195.189120490210,,0.06155447,,,,True,structures/reference/44-P2.xyz
44-TS,allscaip-md-conserving-all-omol,ASE,-304.712842879785,,0.06137337,,,,True,structures/reference/44-TS.xyz
45-P1,allscaip-md-conserving-all-omol,ASE,-422.625190624564,,0.06144763,,,,True,structures/reference/45-P1.xyz
45-R1,allscaip-md-conserving-all-omol,ASE,-422.609105480075,,0.06168155,,,,True,structures/reference/45-R1.xyz
45-TS,allscaip-md-conserving-all-omol,ASE,-422.588947160361,,0.06080258,,,,True,structures/reference/45-TS.xyz
46-P1,allscaip-md-conserving-all-omol,ASE,-313.118273850335,,0.05895360,,,,True,structures/reference/46-P1.xyz
46-TS,allscaip-md-conserving-all-omol,ASE,-422.623473414831,,0.05618084,,,,True,structures/reference/46-TS.xyz
47-P1,allscaip-md-conserving-all-omol,ASE,-309.519476423989,,0.05863679,,,,True,structures/reference/47-P1.xyz
47-R1,allscaip-md-conserving-all-omol,ASE,-419.071502677651,,0.05860479,,,,True,structures/reference/47-R1.xyz
47-TS,allscaip-md-conserving-all-omol,ASE,-419.049329652722,,0.05552265,,,,True,structures/reference/47-TS.xyz
48-P1,allscaip-md-conserving-all-omol,ASE,-951.527608059635,,0.06029266,,,,True,structures/reference/48-P1.xyz
48-R1,allscaip-md-conserving-all-omol,ASE,-1061.038982305847,,0.06250419,,,,True,structures/reference/48-R1.xyz
48-TS,allscaip-md-conserving-all-omol,ASE,-1061.033211538381,,0.06066991,,,,True,structures/reference/48-TS.xyz
49-P1,allscaip-md-conserving-all-omol,ASE,-477.262940388245,,0.05724622,,,,True,structures/reference/49-P1.xyz
49-R1,allscaip-md-conserving-all-omol,ASE,-586.733279266659,,0.05516543,,,,True,structures/reference/49-R1.xyz
49-TS,allscaip-md-conserving-all-omol,ASE,-586.724013781562,,0.05404295,,,,True,structures/reference/49-TS.xyz
5-P1,allscaip-md-conserving-all-omol,ASE,-440.101850244053,,0.05706241,,,,True,structures/reference/5-P1.xyz
5-R1,allscaip-md-conserving-all-omol,ASE,-170.830869206264,,0.05527112,,,,True,structures/reference/5-R1.xyz
5-R2,allscaip-md-conserving-all-omol,ASE,-269.225670484522,,0.05452848,,,,True,structures/reference/5-R2.xyz
5-TS,allscaip-md-conserving-all-omol,ASE,-440.067888332044,,0.05498396,,,,True,structures/reference/5-TS.xyz
50-R1,allscaip-md-conserving-all-omol,ASE,-645.018518500956,,0.05491213,,,,True,structures/reference/50-R1.xyz
50-R2,allscaip-md-conserving-all-omol,ASE,-415.971824016619,,0.05477886,,,,True,structures/reference/50-R2.xyz
50-TS,allscaip-md-conserving-all-omol,ASE,-1060.991817014490,,0.05469213,,,,True,structures/reference/50-TS.xyz
6-P1,allscaip-md-conserving-all-omol,ASE,-440.130402073612,,0.05481409,,,,True,structures/reference/6-P1.xyz
6-TS,allscaip-md-conserving-all-omol,ASE,-440.062175917642,,0.05501377,,,,True,structures/reference/6-TS.xyz
7-P1,allscaip-md-conserving-all-omol,ASE,-616.019594830070,,0.05420065,,,,True,structures/reference/7-P1.xyz
7-R1,allscaip-md-conserving-all-omol,ASE,-615.994570789260,,0.05438624,,,,True,structures/reference/7-R1.xyz
7-TS,allscaip-md-conserving-all-omol,ASE,-615.982775514885,,0.05469845,,,,True,structures/reference/7-TS.xyz
8-P1,allscaip-md-conserving-all-omol,ASE,-1115.589949151347,,0.05445198,,,,True,structures/reference/8-P1.xyz
8-R1,allscaip-md-conserving-all-omol,ASE,-157.181729371309,,0.05419537,,,,True,structures/reference/8-R1.xyz
8-R2,allscaip-md-conserving-all-omol,ASE,-958.349719607707,,0.05385875,,,,True,structures/reference/8-R2.xyz
8-TS,allscaip-md-conserving-all-omol,ASE,-1115.533896307355,,0.05459256,,,,True,structures/reference/8-TS.xyz
9-P1,allscaip-md-conserving-all-omol,ASE,-614.847392999751,,0.05483755,,,,True,structures/reference/9-P1.xyz
9-R1,allscaip-md-conserving-all-omol,ASE,-614.831275796124,,0.05398272,,,,True,structures/reference/9-R1.xyz
9-TS,allscaip-md-conserving-all-omol,ASE,-614.812665146838,,0.05357872,,,,True,structures/reference/9-TS.xyz
1-P1,allscaip-md-direct-all-omol,ASE,-616.784098801088,,0.02047630,,,,True,structures/reference/1-P1.xyz
1-R1,allscaip-md-direct-all-omol,ASE,-616.784953572702,,0.02037696,,,,True,structures/reference/1-R1.xyz
1-TS,allscaip-md-direct-all-omol,ASE,-616.770223358299,,0.02532201,,,,True,structures/reference/1-TS.xyz
10-P1,allscaip-md-direct-all-omol,ASE,-153.182556202299,,0.01989387,,,,True,structures/reference/10-P1.xyz
10-P2,allscaip-md-direct-all-omol,ASE,-39.818532762285,,0.01956084,,,,True,structures/reference/10-P2.xyz
10-R1,allscaip-md-direct-all-omol,ASE,-193.014582374426,,0.01955755,,,,True,structures/reference/10-R1.xyz
10-TS,allscaip-md-direct-all-omol,ASE,-192.987204965974,,0.01904424,,,,True,structures/reference/10-TS.xyz
11-P1,allscaip-md-direct-all-omol,ASE,-344.924988461708,,0.02010555,,,,True,structures/reference/11-P1.xyz
11-P2,allscaip-md-direct-all-omol,ASE,-203.450129101064,,0.01971020,,,,True,structures/reference/11-P2.xyz
11-R1,allscaip-md-direct-all-omol,ASE,-548.380457665356,,0.02131526,,,,True,structures/reference/11-R1.xyz
11-TS,allscaip-md-direct-all-omol,ASE,-548.363378354651,,0.02015816,,,,True,structures/reference/11-TS.xyz
12-P1,allscaip-md-direct-all-omol,ASE,-803.593476671433,,0.01913728,,,,True,structures/reference/12-P1.xyz
12-R1,allscaip-md-direct-all-omol,ASE,-646.347447426933,,0.01948744,,,,True,structures/reference/12-R1.xyz
12-R2,allscaip-md-direct-all-omol,ASE,-157.185320813961,,0.01911676,,,,True,structures/reference/12-R2.xyz
12-TS,allscaip-md-direct-all-omol,ASE,-803.535436680030,,0.01853333,,,,True,structures/reference/12-TS.xyz
13-P1,allscaip-md-direct-all-omol,ASE,-456.138531206446,,0.01915819,,,,True,structures/reference/13-P1.xyz
13-R2,allscaip-md-direct-all-omol,ASE,-263.087324005141,,0.02371504,,,,True,structures/reference/13-R2.xyz
13-TS,allscaip-md-direct-all-omol,ASE,-456.087122228008,,0.01911238,,,,True,structures/reference/13-TS.xyz
14-P1,allscaip-md-direct-all-omol,ASE,-388.337623897804,,0.01937455,,,,True,structures/reference/14-P1.xyz
14-R1,allscaip-md-direct-all-omol,ASE,-193.008294744267,,0.02006636,,,,True,structures/reference/14-R1.xyz
14-R2,allscaip-md-direct-all-omol,ASE,-195.254057784092,,0.01994134,,,,True,structures/reference/14-R2.xyz
14-TS,allscaip-md-direct-all-omol,ASE,-388.284679611726,,0.01941004,,,,True,structures/reference/14-TS.xyz
15-P1,allscaip-md-direct-all-omol,ASE,-384.982040777184,,0.02054467,,,,True,structures/reference/15-P1.xyz
15-R1,allscaip-md-direct-all-omol,ASE,-306.391795823401,,0.02027455,,,,True,structures/reference/15-R1.xyz
15-R2,allscaip-md-direct-all-omol,ASE,-78.566560388478,,0.02045495,,,,True,structures/reference/15-R2.xyz
15-TS,allscaip-md-direct-all-omol,ASE,-384.928447957266,,0.02052643,,,,True,structures/reference/15-TS.xyz
16-P1,allscaip-md-direct-all-omol,ASE,-460.210909824676,,0.01992523,,,,True,structures/reference/16-P1.xyz
16-R1,allscaip-md-direct-all-omol,ASE,-381.628574278118,,0.01897826,,,,True,structures/reference/16-R1.xyz
16-TS,allscaip-md-direct-all-omol,ASE,-460.166758179888,,0.02056758,,,,True,structures/reference/16-TS.xyz
17-P1,allscaip-md-direct-all-omol,ASE,-647.650790959952,,0.02171637,,,,True,structures/reference/17-P1.xyz
17-R2,allscaip-md-direct-all-omol,ASE,-341.224770539379,,0.01867907,,,,True,structures/reference/17-R2.xyz
17-TS,allscaip-md-direct-all-omol,ASE,-647.606436253515,,0.01894813,,,,True,structures/reference/17-TS.xyz
18-P1,allscaip-md-direct-all-omol,ASE,-555.287898008567,,0.01893777,,,,True,structures/reference/18-P1.xyz
18-R1,allscaip-md-direct-all-omol,ASE,-398.091518469025,,0.00090105,,,,True,structures/reference/18-R1.xyz
18-TS,allscaip-md-direct-all-omol,ASE,-555.272443983997,,0.01884732,,,,True,structures/reference/18-TS.xyz
19-P1,allscaip-md-direct-all-omol,ASE,-554.059177867820,,0.01900468,,,,True,structures/reference/19-P1.xyz
19-R2,allscaip-md-direct-all-omol,ASE,-155.962862035733,,0.01893438,,,,True,structures/reference/19-R2.xyz
19-TS,allscaip-md-direct-all-omol,ASE,-554.050365486372,,0.01891639,,,,True,structures/reference/19-TS.xyz
2-P1,allscaip-md-direct-all-omol,ASE,-616.806837741207,,0.02151907,,,,True,structures/reference/2-P1.xyz
2-TS,allscaip-md-direct-all-omol,ASE,-616.781226941072,,0.01909354,,,,True,structures/reference/2-TS.xyz
20-P1,allscaip-md-direct-all-omol,ASE,-780.250684650900,,0.01908662,,,,True,structures/reference/20-P1.xyz
20-P2,allscaip-md-direct-all-omol,ASE,-231.541912702805,,0.01889196,,,,True,structures/reference/20-P2.xyz
20-R1,allscaip-md-direct-all-omol,ASE,-1011.795757408635,,0.01916843,,,,True,structures/reference/20-R1.xyz
20-TS,allscaip-md-direct-all-omol,ASE,-1011.773930655689,,0.01887759,,,,True,structures/reference/20-TS.xyz
21-P1,allscaip-md-direct-all-omol,ASE,-914.580849148493,,0.01899880,,,,True,structures/reference/21-P1.xyz
21-R1,allscaip-md-direct-all-omol,ASE,-914.565248089099,,0.01891209,,,,True,structures/reference/21-R1.xyz
21-TS,allscaip-md-direct-all-omol,ASE,-914.555002338256,,0.01877798,,,,True,structures/reference/21-TS.xyz
22-P1,allscaip-md-direct-all-omol,ASE,-595.214625656683,,0.01885491,,,,True,structures/reference/22-P1.xyz
22-R1,allscaip-md-direct-all-omol,ASE,-595.192184023669,,0.01886400,,,,True,structures/reference/22-R1.xyz
22-TS,allscaip-md-direct-all-omol,ASE,-595.176751743500,,0.02256571,,,,True,structures/reference/22-TS.xyz
23-P1,allscaip-md-direct-all-omol,ASE,-310.933815062182,,0.01940277,,,,True,structures/reference/23-P1.xyz
23-R1,allscaip-md-direct-all-omol,ASE,-310.927763468411,,0.01897616,,,,True,structures/reference/23-R1.xyz
23-TS,allscaip-md-direct-all-omol,ASE,-310.911453655867,,0.01891174,,,,True,structures/reference/23-TS.xyz
24-P1,allscaip-md-direct-all-omol,ASE,-463.393372718925,,0.01892641,,,,True,structures/reference/24-P1.xyz
24-R1,allscaip-md-direct-all-omol,ASE,-463.369300551504,,0.01896530,,,,True,structures/reference/24-R1.xyz
24-TS,allscaip-md-direct-all-omol,ASE,-463.369218370940,,0.01894901,,,,True,structures/reference/24-TS.xyz
25-P1,allscaip-md-direct-all-omol,ASE,-385.440446825988,,0.01898621,,,,True,structures/reference/25-P1.xyz
25-R1,allscaip-md-direct-all-omol,ASE,-384.738317366173,,0.01913423,,,,True,structures/reference/25-R1.xyz
25-R2,allscaip-md-direct-all-omol,ASE,-40.491049227907,,0.01894097,,,,True,structures/reference/25-R2.xyz
25-TS,allscaip-md-direct-all-omol,ASE,-425.237250555077,,0.01896209,,,,True,structures/reference/25-TS.xyz
26-P2,allscaip-md-direct-all-omol,ASE,-115.047691498564,,0.01901134,,,,True,structures/reference/26-P2.xyz
26-R2,allscaip-md-direct-all-omol,ASE,-115.716995913575,,0.01894863,,,,True,structures/reference/26-R2.xyz
26-TS,allscaip-md-direct-all-omol,ASE,-500.469446638381,,0.01895442,,,,True,structures/reference/26-TS.xyz
27-P1,allscaip-md-direct-all-omol,ASE,-75.742417371715,,0.01855926,,,,True,structures/reference/27-P1.xyz
27-P2,allscaip-md-direct-all-omol,ASE,-549.226958409896,,0.01875744,,,,True,structures/reference/27-P2.xyz
27-R1,allscaip-md-direct-all-omol,ASE,-548.547511435966,,0.01897253,,,,True,structures/reference/27-R1.xyz
27-R2,allscaip-md-direct-all-omol,ASE,-76.433590904580,,0.01869895,,,,True,structures/reference/27-R2.xyz
27-TS,allscaip-md-direct-all-omol,ASE,-624.966639673513,,0.01890539,,,,True,structures/reference/27-TS.xyz
28-TS,allscaip-md-direct-all-omol,ASE,-589.025798347380,,0.01831422,,,,True,structures/reference/28-TS.xyz
29-P1,allscaip-md-direct-all-omol,ASE,-157.744797638533,,0.01881310,,,,True,structures/reference/29-P1.xyz
29-R1,allscaip-md-direct-all-omol,ASE,-158.403146442221,,0.01903480,,,,True,structures/reference/29-R1.xyz
29-TS,allscaip-md-direct-all-omol,ASE,-706.946124090519,,0.01894632,,,,True,structures/reference/29-TS.xyz
3-P1,allscaip-md-direct-all-omol,ASE,-834.251397044391,,0.02131640,,,,True,structures/reference/3-P1.xyz
3-R1,allscaip-md-direct-all-omol,ASE,-834.231031930533,,0.01900723,,,,True,structures/reference/3-R1.xyz
3-TS,allscaip-md-direct-all-omol,ASE,-834.211316988957,,0.01887207,,,,True,structures/reference/3-TS.xyz
30-P1,allscaip-md-direct-all-omol,ASE,-117.231308255741,,0.01836621,,,,True,structures/reference/30-P1.xyz
30-R1,allscaip-md-direct-all-omol,ASE,-117.875485593539,,0.01903182,,,,True,structures/reference/30-R1.xyz
30-TS,allscaip-md-direct-all-omol,ASE,-666.415914882090,,0.01901905,,,,True,structures/reference/30-TS.xyz
31-P1,allscaip-md-direct-all-omol,ASE,-754.139527138037,,0.01892284,,,,True,structures/reference/31-P1.xyz
31-R1,allscaip-md-direct-all-omol,ASE,-754.115498476942,,0.01878957,,,,True,structures/reference/31-R1.xyz
31-TS,allscaip-md-direct-all-omol,ASE,-754.107324421929,,0.01889041,,,,True,structures/reference/31-TS.xyz
32-P1,allscaip-md-direct-all-omol,ASE,-562.379370538771,,0.02098856,,,,True,structures/reference/32-P1.xyz
32-R1,allscaip-md-direct-all-omol,ASE,-562.363295321312,,0.01932716,,,,True,structures/reference/32-R1.xyz
32-TS,allscaip-md-direct-all-omol,ASE,-562.350727893973,,0.01895546,,,,True,structures/reference/32-TS.xyz
33-P1,allscaip-md-direct-all-omol,ASE,-679.071725623172,,0.01891739,,,,True,structures/reference/33-P1.xyz
33-R1,allscaip-md-direct-all-omol,ASE,-679.057766843272,,0.01891918,,,,True,structures/reference/33-R1.xyz
33-TS,allscaip-md-direct-all-omol,ASE,-679.044465131128,,0.01881730,,,,True,structures/reference/33-TS.xyz
34-P1,allscaip-md-direct-all-omol,ASE,-1139.895936798670,,0.01886473,,,,True,structures/reference/34-P1.xyz
34-R1,allscaip-md-direct-all-omol,ASE,-1139.881780639095,,0.01874419,,,,True,structures/reference/34-R1.xyz
34-TS,allscaip-md-direct-all-omol,ASE,-1139.868871272445,,0.01882524,,,,True,structures/reference/34-TS.xyz
35-P1,allscaip-md-direct-all-omol,ASE,-3253.718296401797,,0.01883227,,,,True,structures/reference/35-P1.xyz
35-R1,allscaip-md-direct-all-omol,ASE,-3253.702759916288,,0.01921677,,,,True,structures/reference/35-R1.xyz
35-TS,allscaip-md-direct-all-omol,ASE,-3253.689397905978,,0.01880936,,,,True,structures/reference/35-TS.xyz
36-P1,allscaip-md-direct-all-omol,ASE,-1074.910123543995,,0.01894687,,,,True,structures/reference/36-P1.xyz
36-R1,allscaip-md-direct-all-omol,ASE,-1074.883275229600,,0.01894196,,,,True,structures/reference/36-R1.xyz
36-TS,allscaip-md-direct-all-omol,ASE,-1074.874921717013,,0.01892072,,,,True,structures/reference/36-TS.xyz
37-P1,allscaip-md-direct-all-omol,ASE,-751.941883925425,,0.01901023,,,,True,structures/reference/37-P1.xyz
37-R1,allscaip-md-direct-all-omol,ASE,-751.901357679340,,0.01881064,,,,True,structures/reference/37-R1.xyz
37-TS,allscaip-md-direct-all-omol,ASE,-751.909399835403,,0.01900508,,,,True,structures/reference/37-TS.xyz
38-P1,allscaip-md-direct-all-omol,ASE,-348.292055065380,,0.01903500,,,,True,structures/reference/38-P1.xyz
38-P2,allscaip-md-direct-all-omol,ASE,-460.126132814017,,0.00090791,,,,True,structures/reference/38-P2.xyz
38-R1,allscaip-md-direct-all-omol,ASE,-808.438486257781,,0.02240620,,,,True,structures/reference/38-R1.xyz
38-TS,allscaip-md-direct-all-omol,ASE,-808.425440116281,,0.01935713,,,,True,structures/reference/38-TS.xyz
39-P2,allscaip-md-direct-all-omol,ASE,-2573.968461835595,,0.00075836,,,,True,structures/reference/39-P2.xyz
39-R1,allscaip-md-direct-all-omol,ASE,-2922.262362729502,,0.01898702,,,,True,structures/reference/39-R1.xyz
39-TS,allscaip-md-direct-all-omol,ASE,-2922.258664358805,,0.01889445,,,,True,structures/reference/39-TS.xyz
4-P1,allscaip-md-direct-all-omol,ASE,-834.259743337319,,0.01890883,,,,True,structures/reference/4-P1.xyz
4-TS,allscaip-md-direct-all-omol,ASE,-834.206331026381,,0.01889421,,,,True,structures/reference/4-TS.xyz
40-P1,allscaip-md-direct-all-omol,ASE,-462.818675017404,,0.01893790,,,,True,structures/reference/40-P1.xyz
40-R1,allscaip-md-direct-all-omol,ASE,-922.969918831584,,0.01887741,,,,True,structures/reference/40-R1.xyz
40-TS,allscaip-md-direct-all-omol,ASE,-922.957128002259,,0.01892796,,,,True,structures/reference/40-TS.xyz
41-P1,allscaip-md-direct-all-omol,ASE,-822.707149955025,,0.01886926,,,,True,structures/reference/41-P1.xyz
41-R1,allscaip-md-direct-all-omol,ASE,-1282.860587070605,,0.01895905,,,,True,structures/reference/41-R1.xyz
41-TS,allscaip-md-direct-all-omol,ASE,-1282.848874226503,,0.01894589,,,,True,structures/reference/41-TS.xyz
42-P1,allscaip-md-direct-all-omol,ASE,-509.384811529751,,0.01908201,,,,True,structures/reference/42-P1.xyz
42-R1,allscaip-md-direct-all-omol,ASE,-430.784224932468,,0.01888456,,,,True,structures/reference/42-R1.xyz
42-TS,allscaip-md-direct-all-omol,ASE,-509.336382403923,,0.01895968,,,,True,structures/reference/42-TS.xyz
43-P1,allscaip-md-direct-all-omol,ASE,-304.716949034129,,0.01904561,,,,True,structures/reference/43-P1.xyz
43-R1,allscaip-md-direct-all-omol,ASE,-304.685272380522,,0.01890375,,,,True,structures/reference/43-R1.xyz
43-TS,allscaip-md-direct-all-omol,ASE,-304.670757038569,,0.01880616,,,,True,structures/reference/43-TS.xyz
44-P1,allscaip-md-direct-all-omol,ASE,-109.552622436217,,0.01847647,,,,True,structures/reference/44-P1.xyz
44-P2,allscaip-md-direct-all-omol,ASE,-195.189188752780,,0.02084625,,,,True,structures/reference/44-P2.xyz
